"id","id_veh","fecha_ing","costo_mo","kilometraje","pre_repu","det_repar","des_repu"
"1403","321","2014-09-26","1500","136369","1520","reemplazo de bendix, reparacion escape","1 bendix, 1 diagnostico, 1 rep escape"
"1404","177","2014-09-24","4500","349135","6990","reemplazo desplazable y masa de marcha atras, sincronizado marcha atras","1 crapodina, 1 reten cola caja, 1 desplazable y maza marcha atras, 1 sincronizado marcha atras, 6 lts grasa caja"
"1405","725","2014-09-24","5500","191341","2780","reemplazo correa dist, tensor bomba agua, tren del, amortiguacion, frenos traseros, arranque, radiad","frenos tras comp, motor arranque, zocalo arranque"
"1406","135","2014-09-10","500","364162","2309","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite, 1 juego pastillas"
"1407","726","2014-09-10","2000","67943","1890","distribucion y servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite, 1 correa dist, 1 correa alt, 1 tensor orig"
"1408","546","2014-09-04","200","263051","1190","reparacion limpiaparabrisas","1 varilla limpiaparabrisas, 1 reparacion limpiaparabrisas"
"1409","727","2014-09-02","4800","187827","3960","servicio, reemplazo cuerpo mariposa, bomba agua,armado 4 ruedas","2 refrig, 1 bomba agua, 1 diagnostico, 1 filtro aceite, 1 filtro aire, 5 lts aceite, reemplazo cuerpo mariposa sonda y bujias, 1 lamp y ficha freno, armado 4 ruedas y balanceo"
"1410","138","2014-08-29","3200","144890","4860","amortiguacion tren del y alineacion","2 amort tras, 1 radiador aux, 1 extremo, 1 juego past, 1 homocinetica, 1 pipeta agua, 1 tensor auto, 2 lts grasa caja, 1 refrig, 1 alineacion"
"1411","634","2014-08-28","450","100169","2220","reemplazo junta tapa val, servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite, 1 kit lamp aux, 1 junta tapa valvulas"
"1412","140","2014-08-26","400","267988","340","reemplazo correa alt","1 correa alt, 1 tensor alt"
"1413","728","2014-08-26","3200","220692","2610","embrague","3 lts grasa caja sintetico, 1 reten directa, 1 juego pastillas"
"1414","435","2014-08-20","2800","303174","10365","bomba direcc, junta tapa valv, arranque","1 lavado motor, 1 lt liquido hidraulico, 1 bomba direc, 1 junta tapa valv, 1 tensor correa alt, 1 correa alt, 1 val venteo, 2 bujias inc, 1 automatico, 1 juego carbones, 1 rectif colector, 2 bujes, 1 "
"1415","729","2014-08-20","550","126483","640","reemplazo reten semieje","1 reten semieje, 3 lts grasa caja"
"1416","438","2014-08-18","250","523597","710","reemplazo extremo","1 extremo, 1 alineacion"
"1417","634","2014-08-16","700","96926","300","reemplazo amort del","4 balanceos"
"1418","730","2014-08-01","1800","114245","3420","reemplazo embrague","1 refrig, 1 kit embrague, 1 crapodina, 1 deposito agua, 1 manguera y termostato"
"1419","143","2014-08-01","800","451505","1470","reparacion arranque","1 bendix, 1 plaqueta porta carbones, 1 bobina recambio, 2 bujes, 1 bulbo stop"
"1420","634","2014-07-28","300","92300","1600","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite, 2 escobillas"
"1421","405","2014-07-23","1000","281940","1560","reemplazo ruleman y homocinetica","1 ruleman rueda derecha, 1 homocinetica, 1 casoleta, 1 alineacion"
"1422","142","2014-07-23","600","229496","980","ruleman del der","1 juego pastillas, 1 ruleman del der"
"1423","146","2014-07-17","1800","184554","4180","reemplazo de amortiguadores y precap","2 amort tras, 2 amort del, 2 casoletas, 1 extremo dir, 1 precap, 1 alineacion"
"1424","546","2014-07-16","700","260814","1590","reemplazo correa y polea alt","1 polea alt, 1 correa alt"
"1425","152","2014-07-14","600","273445","2000","cerradura y espejos retrovisores","2 espejos retrovisores, 1 reparacion cerradura"
"1426","731","2014-07-10","1200","95800","9650","reemplazo cuerpo mariposa","1 cuerpo mariposa, 1 diag"
"1427","321","2014-06-30","1200","128631","510","reemplazo cuerpo mariposa y pedal acelerador, sacar bomba comb y limpiar filtro bomba","1 filtro comb, 1 diagnostico"
"1428","405","2014-06-27","3000","281247","3670","reemplazo rulemanes de rueda, frenos traseros y del","2 kit ruleman rueda tras, 1 ruleman rueda del, 2 taco motor, 2 amort tras, 2 cilindros frenos tras, 2 cintas y camp tras, 1 pipeta agua, 1 refrig"
"1429","201","2014-06-26","2000","156997","610","reemplazo cruceta direccion, zocalo llave y tapones leva","1 cruceta direccion, 1 zocalo llave, 2 tapones leva"
"1430","406","2014-06-26","800","94289","1550","reemplazo bomba freno","1 bomba freno, 1 alineacion"
"1431","633","2014-06-21","3000","269758","7430","reparacion bomba presion","1 reparacion bomba presion, 1 diagnostico, 1 filtro comb"
"1432","134","2014-06-13","3800","365700","1120","servicio reemplazo junta carter, reten bancada, reten selector cambios, crapodina embrague y radiado","1 lavado motor, 1 filtro aceite, 5 lts aceite, 1 kit bujes palanca cambios"
"1433","129","2014-06-13","1600","213645","1820","reemplazo bieletas, bujes y servicio","2 bieletas, 2 bujes est, 2 suplementos bujes tras, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 alineacion, 1 lamp stop"
"1434","137","2014-06-12","2000","45580","3450","sacar parrilla para sacar tornillos cortados amortiguador, reemplazo amortiguadores, bieletas, cambi","2 amortig del, 2 bieletas del, 1 filtro comb, 1 filtro aire, 1 faro tras der, 1 alineacion"
"1435","634","2014-06-09","500","86070","0","reemplazo manguera turbo","ninguno"
"1436","732","2014-06-06","1300","67813","950","reemplazo correas dist, alt y a/a","1 correa dist, 1 correa alt, 1 correa a/a"
"1437","135","2014-05-30","2500","357614","5330","carga a/a, reemplazo radiador calef alt, cambio aceite y reparacion bomba freno","1 carga a/a, 1 radiador calefac alt, 2 refrig, 1 filtro aceite, 7 lts aceite, 1 reparacion bomba freno, 2 lamp antiniebla"
"1438","139","2014-05-29","2000","276746","4900","distribucion y servicio","1 correa dist, 1 correa alt, 1 tensor dist, 1 filtro comb, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 alineacion, reparacion bomba hid"
"1439","435","2014-05-26","2800","299226","6630","reemplazo bieletas, rotulas, correa alt","2 bieletas est, 1 brazo picman, 2 rotulas inf, 2 rotulas sup, 1 juego past, 2 discos freno, 1 polea alt, 1 correa alt, 1 alineacion, 3 lts grasa caja"
"1440","405","2014-05-26","800","280795","260","reemplazo palanca cambios","1 palanca cambios"
"1441","634","2014-05-23","500","83506","2480","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite, 2 lts grasa transf, 3 lts grasa caja, 2 lts grasa dif"
"1442","439","2014-05-16","6000","133797","1235","servicio, reemplazo correas dist, tensores y reparacion tapa cil","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite"
"1443","201","2014-05-14","350","152218","450","reemplazo pastillas de freno","1 juego pastillas"
"1444","405","2014-05-12","1800","280392","0","reparacion de cremallera por perdida interior","ninguno"
"1445","552","2014-05-08","1600","48299","2040","distribucion","1 correa dist, 1 correa alt, 1 tensor automatico"
"1446","733","2014-05-01","13000","76780","4870","desarme 2 motores y armado de uno completo","1 prueba bomba aceite, 1 juego juntas motor, 1 juego bulones tapa, 1 reten bancada, 1 reten dist, 1 correa dist, 1 tensor dist, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 2 refrig, 4 bujias, 2 lts "
"1447","143","2014-04-29","2000","442885","1020","reparacion instalacion abs","1 diag, 1 sensor freno, 3 lamp stop, 2 lamp stop techo, 2 fichas iny"
"1448","3","2014-10-24","0","170000","0","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 1 filtro habitaculo, 4 lts aceite"
"1449","405","2014-04-29","800","280227","1550","reemplazo bomba freno","1 servo freno rep, 1 bomba freno, 1 lt liquido freno"
"1450","320","2014-04-22","2200","347121","5520","servicio y tren delantero","1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite, 1 correa alt, 1 polea ciguienial, 3 lamp 2 rotulas inf, 1 rotula sup, 1 alineacion, 1 bieleta est"
"1451","734","2014-04-25","700","149000","300","?","1 diagnostico"
"1452","446","2014-04-22","700","187373","640","reemplazo bujias","4 bujias"
"1453","131","2014-04-16","4500","694783","8070","frenos, tren delantero","1 vizcoso vent, 1 deflector, 2 frenos completos traseros, desengranar freno mano, 1 reten cola caja tranf, 3 lts grasa caja, 2 lts dif, 2 lts grasa caja tranf, 1 extremo direccion, 1 alineacion, 2 esc"
"1454","634","2014-04-16","200","75604","1650","aceite filtros y sensor comb","1 filtro aire, 1 filtro aceite, 7 lts aceite, 1 sensor comb"
"1455","141","2014-04-16","500","222656","1145","servicio y reemplazo junta tapa valv","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite, 1 junta tapa valv, 1 kit manguera retorno"
"1456","735","2014-04-10","3800","247337","6610","tren delantero y frenos","4 bujes parrilla inf, 2 bujes parrilla sup, 2 rotulas sup, 1 kit ruleman rueda del izq, 1 rotula int, 1 picman, 1 alineacion, 1 juego pastillas, 1 correa alt, 1 junta tapa valv, 1 encausador completo,"
"1457","736","2014-04-09","6000","203591","3385","reparacion caja, distribucion y amortiguacion","1 correa dist, 1 correa alt elasticas, 1 correa a/a elasticas, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 5lts aceite, 3 lts grasa caja, 2 amort del, reparacion caja velocidad"
"1458","201","2014-03-31","1500","149762","1660","distribucion","1 correa dist, 1 correa alt, 1 tensor dist"
"1459","728","2014-03-31","2500","190105","0","reemplazo multiple admision y valvulas de venteo","ninguno"
"1460","730","2014-03-31","1200","110257","3120","taco motor, limpieza circ, termostato, bujias","1 manija respaldo, 1 limp circ, 2 refrig, 1 juego cables, 4 bujias, 1 taco motor, 1 pipeta porta termost, 1 termostato, 1 resistencia electro, 1 juego pastillas"
"1461","737","2014-03-24","1800","51415","1420","servicio y distrib","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 1 juego past, 4 bujias, 1 correa dist"
"1462","406","2014-03-27","1800","85814","1480","reemplazo bomba comb","1 bomba comb"
"1463","144","2014-03-24","5000","320190","2080","sacar tapa cilindros y armado, tren delantero","2 rotulas, 1 extremo corto, 2 fuelle homocinetica rueda, 1 alineacion, 1 amortiguador garantia, sacar tapa cil y armado, 2 refrig, 1 deposito, 1 tapa deposito"
"1464","549","2014-03-21","400","130891","1980","reemplazo chapon y parrilla","1 chapon,1 parrilla"
"1465","738","2014-03-20","2500","158346","3240","amortiguadores, tren del, bomba agua, distribucion","2 amort tras, 2 bujes parrilla, 2 bujes estab, 1 precap extremo corto, 1 precap extremo largo, 1 alineacion, 1 bomba agua, 1 correa dist"
"1466","435","2014-03-19","1800","295803","1480","reemplazo bomba comb","1 bomba comb"
"1467","739","2014-03-17","3500","166802","8160","reemplazo caja","1 caja recambio, 3 lts grasa caja, 1 fuelle semieje, 1 ruleman semieje, 1 crapodina embrague"
"1468","728","2014-03-14","4000","189929","0","reemplazo mascara de frente diag intercooler","ninguno"
"1469","740","2014-03-13","0","139143","1200","reemplazo bomba agua","1 bomba agua"
"1470","741","2014-10-23","2200","194863","2730","distribucion, junta tapa","1 correa dist, 1 correa alt, 1 tensor automatico, 1 junta tapa val, 1 junta tapa carter, 1 reten leva, 1 faro giro, 1 tensor fijo, 2 lts aceite motor, 1 ruleman rueda del, 1 lavado motor"
"1471","705","2014-10-27","0","75507","2100","embrague, servicio","1 kit embrague sachs, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 3 lts aceite"
"1472","623","2014-10-07","850","307053","1060","servicio, ruleman rueda","1 filtro aire, 1 filtro aceite, 1 ruleman rueda del der, 5 lts aceite motor"
"1473","239","2014-10-01","1000","74227","1510","tren delantero","2 bujes susp parrilla grande, 2 bujes susp parrilla chicos, 1 precap, 1 alineacion"
"1474","742","2014-08-11","500","203970","0","reemplazo ruleman palier der","ninguno"
"1475","346","2014-09-04","400","63430","1155","servicio","1 lamp baja, 1 filtro comb, 1 filtro aire, 1 filtro aceite, 4 lts aceite, 4 balanceos"
"1476","188","2014-09-03","1200","195941","0","reemplazar ruleman rueda depresor y 2 tensores","ninguno"
"1477","743","2014-10-02","800","60317","765","distribucion","1 correa direccion elast, 1 correa alt elast, 1 correa dist"
"1478","359","2014-10-01","400","94180","370","reemplazo valvula","valvula"
"1479","532","2014-09-25","0","34630","480","diagnostico","1 diagnostico, 5 lts nafta"
"1480","34","2014-09-25","350","227459","1040","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite"
"1481","508","2014-09-24","400","82589","630","frenos traseros","2 cilindros freno, 2 camp y cintas freno tras"
"1482","744","2014-10-07","400","22490","880","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 balanceo"
"1483","285","2014-10-06","400","29591","200","servicio, filtros y aceite provistos","4 balanceos"
"1484","195","2014-10-09","600","197160","870","tren delantero","1 alineacion, 1 buje, 2 bieletas"
"1485","650","2014-10-06","450","29935","1200","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite"
"1486","71","2014-10-06","350","123061","635","reemplazo pipeta agua","1 pipeta de agua, 1 refrig, 1 junta"
"1487","35","2014-10-09","650","17234","1200","servicio y reemplazo bieleta y precap","1 filtro comb, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 alineacion, 1 precap der, 1 bieleta izq"
"1488","745","2014-10-08","1400","49762","1180","distribucion","1 correa dist, 1 correa alt, 1 correa direc, 1 tensor"
"1489","715","2014-10-09","1400","141546","520","distribucion","1 correa dist, 1 correa alt"
"1490","535","2014-10-20","250","51152","630","pastillas freno","1 juego pastillas freno"
"1491","746","2014-10-22","250","105247","500","reemplazo extremo","1 extremo, 1 alineacion"
"1492","570","2014-10-23","700","117619","2550","servicio, reemplazo bomba embrague","1 bomba embrague, 1 filtro comb, 1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1493","287","2014-10-20","800","104759","940","reemplazo pipeta agua","1 pipeta agua, 1 refrig, 1 junta tapa valv"
"1494","109","2014-10-22","600","80150","1340","servicio, tren delantero","2 lamp baja, 1 bieleta lado derecho, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite"
"1495","748","2014-10-13","0","31418","450","carga de bateria","diagnostico, carga bateria"
"1496","680","2014-10-23","800","152028","1780","reemplazo de radiador","1 radiador"
"1497","672","2014-10-22","400","106181","1290","aceite, filtro y aceite","1 filtro aire, 1 filtro aceite, 5 lts aceite sintetico"
"1498","749","2014-10-16","500","78610","880","reemplazo precap","1 precap direc, 1 alienacion"
"1499","246","2014-10-15","250","196076","280","reemplazo correa alt","1 tensor"
"1500","750","2014-09-19","350","50621","680","reemplazo bujes y brazo rotula","2 bujes tensor, 1 brazo rotula, 1 alineacion"
"1501","592","2014-10-13","300","175940","1350","servicio","1 filtro comb, 1 filtro aire, 7 lts aceite"
"1502","270","2014-10-10","150","227378","360","reemplazo cristal faro","1 cristal"
"1503","260","2014-10-10","600","77365","430","perdida depresor, cambio past frenos, luz posicion","1 juego pastillas"
"1504","644","2014-10-15","1200","65648","2300","reemplazo amortiguador y bujias","4 bujias, 1 amortiguador, 1 diagnostico"
"1505","597","2014-10-13","400","104708","1350","servicio","1 filtro comb, 1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1506","447","2014-10-17","600","129025","980","reemplazo bomba embrague","1 bomba embrague"
"1507","156","2014-10-17","400","132647","670","reemplazo fuelle semieje","1 fuelle semieje, 2 lts aceite"
"1508","583","2014-11-14","1120","218540","600","reemplazo de cintas de freno y cilindro de frenos tras","dos cindros de frenos tras y cintas de freno"
"1509","343","2014-10-06","2500","143102","3300","reparacion tapa cilindros","1 junta tapa, 1 juego bulones, 1 reten leva, 1 junta mult adm y esc, 1 junta tapa valv, 1 filtro aire, 1 reparacion tapa, 1 refrig"
"1510","111","2014-10-30","600","213916","1830","servicio","1 filtro aire, 1 filtro comb, 7 litros aceite, 1 juego past, 1 lamp baja y stop"
"1511","206","2014-11-03","300","173209","810","aceite y filtro","1 filtro aceite, 6 lts aceite"
"1512","750","2014-10-31","1000","51920","460","distribucion","1 correa dist, 1 correa alternador"
"1513","115","2014-10-30","250","77503","350","diagnostico","1 diagnostico"
"1514","751","2014-11-12","500","129119","920","frenos ","1 juego past del, 1 juego past tras"
"1515","459","2014-11-11","700","137296","1940","reemplazo sensor y bujias","1 sensor amp, 4 bujias, 1 diagnostico"
"1516","304","2014-11-06","1500","201109","2720","distribucion y servicio","1 correa dist, 1 correa alt, 1 correa a/a, 1 reten dist, 1 engranaje dist, 1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite"
"1517","298","2014-11-07","350","20663","620","reemplazo bujias","4 bujias, 2 lts grasa caja"
"1518","195","2014-11-12","450","199314","1280","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 1 juego pastillas"
"1519","687","2014-11-12","3500","113803","3080","tapa cilindros","1 reparacion tapa cil, 1 junta tapa cil, 1 junta descarbo, 1 limp circuito refrig, 1 juego bulones"
"1520","388","2014-10-24","500","145296","1740","frenos y rulemanes traseros","2 kit rulemanes traseros, 2 campanas traseras y cintas"
"1521","522","2014-10-24","1200","174407","0","distribucion (materiales provistos)","ninguno"
"1522","84","2014-11-03","400","227178","820","servicio","1 filtro aceite, 1 filtro aire, 4 lts aceite"
"1523","752","2014-11-06","1500","91428","1360","reparacion radiador","1 reparacion radiador, 1 refrig"
"1524","753","2014-11-17","1200","72655","1612","reemplazo amortiguadores del","2 amortiguadores del"
"1525","683","2014-11-17","400","70456","950","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 rotacion y balanceo"
"1526","160","2014-11-14","700","27708","1380","reemplazo termostato","1 termostato, 1 limpieza circuito refrig, 2 refrig, 5 lts aceite, 1 filtro aceite"
"1527","499","2014-11-18","600","136638","900","servicio y reemplazo bujes est","1 filtro aire, 1 filtro aceite, 5 lts aceite, 2 bujes est"
"1528","583","2014-11-14","450","218590","670","frenos tras","2 cilindros tras, 2 cintas y campanas tras"
"1529","581","2014-10-28","400","79795","1050","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 juego bujias"
"1530","754","2014-10-30","900","132179","2900","reemplazo intercambiador","1 intercambiador, 5 lts aceite"
"1531","755","2014-10-14","400","48375","650","servicio","1 filtro aceite, 1 filtro aire, 5 lts aceite, 1 lamp patente"
"1532","651","2014-10-30","1500","69221","3190","reemplazo bobina, bujias, cables, aceite y filtros","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 bobina, 1 juego cables, 4 bujias, 1 diagnostico"
"1533","260","2014-10-27","250","83428","600","reemplazo bulbo marcha atras","1 bulbo marcha atras, 2 lts aceite"
"1534","756","2014-11-14","4500","63687","2090","reparacion tapa cilindros","1 reparacion tapa, 4 lts aceite, 1 filtro aceite, 1 refrigerante"
"1535","361","2014-12-15","800","65605","1520","servicio","1 filtro aire, 1 filtro aceite, 6 lts aceite"
"1536","515","2014-12-10","400","27117","700","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1537","433","2014-12-11","0","111705","400","diagnostico","diagnostico"
"1538","668","2014-11-28","600","179680","2560","reemplazo pipeta agua","1 pipeta agua, 2 refrig"
"1539","719","2014-12-04","17000","221232","38055","limpieza y calibrar inyectores, distribucion y tapa cil","limpieza y calibrar iyectores, tapa cil, 7 lts aceite, 1 filtro comb, 1 filtro aire, 1 filtro aceite, 1 correa alt, 1 tensor aut, 1 ruleman rueda, 1 kit embrague, 1 rectificadora"
"1540","59","2014-12-09","600","96249","2190","servicio","1 bateria, 1 filtro comb, 1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1541","243","2014-12-09","350","54098","800","espejo, aḻineacion y balanceo, sapito","1 espejo, 1 motor sapito, 1 alineacion, 4 balanceos"
"1542","757","2014-12-05","800","82732","390","reemplazo tapon","1 tapon, 1 limp circuito"
"1543","612","2015-01-07","200","22967","250","reemplazo aire y comb.",
"1544","288","2015-01-16","400","194071","1810","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite"
"1545","388","2015-01-15","1000","146635","1020","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite"
"1546","758","2015-01-15","400","54354","1020","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite"
"1547","92","2015-01-05","3500","129300","2130","reemplazo junta tapa cil, distribucion","1 correa dist, 1 tensor, 1 junta tapa cil, 1 juego bulones, 1 filtro aceite, 1 filtro aire, 5 lts aceite"
"1548","759","2014-12-04","400","10891","990","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 balanceos"
"1549","760","2014-11-12","450","41558","1560","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 bujias, 4 balanceo, limpieza circuito"
"1550","298","2014-12-03","350","368775","750","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1551","111","2014-12-03","700","215155","890","reemplazo ruleman","1 kit ruleman orig"
"1552","761","2014-12-01","2200","113736","3870","reemplazo de amortiguador, tren delantero, distribucion","1 amort del izq, 1 parrilla susp del izq, 1 kit dist, 2 cilindros frenos tras, 2 camp y cintas tras, 4 bujias, 1 orrin tanque comb"
"1553","498","2014-12-01","450","18274","950","servicio","1 filtro aceite, 1 filtro aire, 5 lts aceite, 1 lampara baja"
"1554","762","2014-11-27","1000","155136","1570","reemplazo ruleman y frenos ","1 ruleman tras. izq., 1 juego past freno, 2 cil freno tras, 2 rectif y pegadas cintas"
"1555","675","2014-11-26","5500","92640","10800","tapa cilindros","1 reparacion tapa cil, 1 correa dist, 1 junta tapa cil, 1 reten leva, 1 junta tapa valv, 1 junta turbo, 1 junta descarga turbo, junta tensor, 1 junta egr, 1 correa alt, 4 bujias, 1 juego bulones, 2 re"
"1556","174","2014-11-25","250","10775","550","ruleman tras","1 ruleman trasero der"
"1557","71","2014-11-22","2500","128167","3070","tapa cil","1 junta tapa cil, 1 juego bulones, 1 junta tapa val, 1 reparacion tapa cil, 2 refrig"
"1558","157","2014-12-02","400","91451","990","servicio","1 filtro de aire, 1 filtro aceite, 5 lts aceite, 4 balanceos"
"1559","385","2014-11-26","1400","188246","1780","reemplazo de automatico y junta tapa val, reten dist","1 automatico, 1 junta tapa val, 1 reten dist, 1 correa alt, 1 filtro de aire, 1 filtro aceite, 5 lts aceite"
"1560","34","2014-11-13","3500","233740","1040","reemplazo correa dist y reten","1 correa dist, 1 reten dist"
"1561","260","2014-12-03","600","84979","820","reemplazo bujes de parrilla","2 bujes parrilla, 2 bieletas est."
"1562","690","2015-01-05","450","71490","790","servicio","3 lamp, 1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1563","763","2014-12-10","800","241941","100","-","1 refrig"
"1564","764","2015-01-06","600","103404","220","reemplazo polea y tensor","1 polea alt, 1 tensor alt"
"1565","347","2015-01-07","350","241396","860","cambio aceite y filtro","1 filtro aceite, 7 lts aceite"
"1566","582","2015-01-07","700","133872","4200","reemplazo cuerpo mariposa","1 diag, 1 cuerpo mariposa orig."
"1567","597","2015-01-07","3500","121167","5720","distribucion","1 kit dist inf en aceite, 1 correa dist, 1 reten bomba iny"
"1568","765","2015-01-05","500","68026","1250","frenos ","2 discos frenos, 6 bulones"
"1569","766","2015-01-08","400","53715","850","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1570","161","2015-01-08","600","157534","500","reemplazo bomba embrague","1 bomba embrague"
"1571","71","2015-01-08","300","128167","840","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1572","294","2015-01-06","250","86164","0","carga liquido freno","ninguno"
"1573","293","2015-01-05","450","33368","1280","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 1 juego pastillas "
"1574","704","2014-12-18","1400","155103","1240","reemplazo correas dist, tensor","2 correas dist, 1 tensor d/h, 1 filtro comb, 1 cacha bomba iny"
"1575","125","2014-12-18","700","106072","310","reemplazo reten semieje","1 reten semieje, 1 lt grasa caja"
"1576","359","2014-12-18","250","95787","120","reemplazo niple block","1 niple block"
"1577","767","2014-12-16","600","163462","830","reemplazo termosato","1 pipeta termostato, 1 termostato, 1 manguera dep"
"1578","629","2014-12-16","400","54059","1150","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1579","714","2014-12-15","300","42095","820","reemplazo sensor ckp","1 sensor ckp, 1 diagnostico"
"1580","524","2014-12-12","350","157585","220","reemplazo termostato","1 termostato"
"1581","741","2014-12-10","450","196486","650","limpieza radiador","1 limpieza radiador, 1 refrig"
"1582","298","2014-12-12","600","24259","100","reemplazo sello tanque combustible","1 sello tanque"
"1583","768","2014-12-15","800","74342","1530","reemplazo adaptador","1 adaptador embrague, 1/2 lt liquido embrague"
"1584","769","2014-12-16","600","82646","0","reemplazo bomba","1 bomba de agua (provista)"
"1585","179","2014-12-17","600","147099","1920","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite"
"1586","594","2014-12-17","800","107552","1940","tren delantero","2 fuelles homocinetica, 1 precap, 1 extremo, 1 alineacion"
"1587","48","2014-12-12","800","183888","1150","reparacion alternador","1 reparacion alternador (cambio rulemanes)"
"1588","353","2014-12-17","400","48137","790","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1589","770","2014-12-15","1500","44525","780","reemplazo turbo","5 lts aceite, 1 filtro aceite"
"1590","771","2014-12-18","400","14920","1010","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, rotacion y balanceos"
"1591","772","2014-12-19","600","46386","1150","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1592","388","2014-12-18","500","146636","640","reemplazo bomba de freno","1 bomba de freno, 1/2 lt liquido freno"
"1593","773","2014-12-17","1500","46281","280","reemplazo distribucion","1 correo dist"
"1594","774","2014-12-05","300","80360","510","limpieza circuito","1 lampara baja, 1 limpieza circuito con refrigerante, 1 fusible"
"1595","774","2014-11-17","450","79339","1090","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 1 lampara baja"
"1596","379","2014-11-12","900","142189","650","diagnostico","1 conector, 1 diagnostico, 1 tecla no orig"
"1597","775","2014-12-04","400","146014","1240","servicio","1 filtro de aire, 1 filtro aceite, 1 filtro comb, 7 lts aceite"
"1598","776","2014-10-02","2600","60332","3580","servicio, bateria y distrib","1 correa dist, 1 correa alt, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 1 juego past, 1 bateria, 1 bomba comb"
"1599","777","2014-12-05","150","90300","1546","reemplazo de filtro y aceite","1 filtro comb, 1 filtro aceite, 1 filtro aire, 5 lts aceite"
"1600","600","2015-02-19","500","129249","500","limpisa de valvula bay pas","0"
"1601","778","2014-10-22","250","53319","280","reemplazo bulbo aceite","1 bulbo aceite, 1 lamp baja"
"1602","186","2015-01-21","400","72498","970","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1603","779","2015-01-27","500","30886","600","reemplazo filtro y bomba","1 filtro y bomba"
"1604","780","2015-01-26","650","39263","1388","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite, 1 juego pastillas freno"
"1605","762","2015-01-23","400","156157","200","reemplazo cables de freno","2 cables de freno"
"1606","781","2015-01-20","350","84901","200","reemplazo flexible","1 flexible"
"1607","782","2015-01-27","300","16630","480","reemplazo pastillas","1 juego pastillas"
"1608","783","2015-01-26","400","47883","990","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 bujias"
"1609","784","2015-01-23","1400","58287","500","distribucion","1 correa dist, 1 correa alt"
"1610","26","2015-02-25","0","-","0","control","ninguno"
"1611","48","2015-01-21","1200","185355","4500","tren delantero","2 amort tras, 2 parrillas susp, 2 bieletas, 1 alineacion"
"1612","785","2015-01-19","2300","368177","2280","reemplazo manguera turbo","1 lavado, 1 manguera turbo, 1 bendiz, 1 reten distribucion"
